r2,mae,rmse,pearson_r,mean_true,mean_pred,std_true,std_pred,n,model,fold,eval,target
0.6285077695430847,4.652797028080258,5.855162228709675,0.7931429973946702,58.5559441441668,58.69547354904841,9.60647517884016,7.800838671043884,1973,RandomForest,1,cv_fold,Biological Age
0.6251699514956599,4.695957370440129,5.881407411896219,0.790712737831938,58.5559441441668,58.613690491805386,9.60647517884016,7.639508208093423,1973,XGBoost,1,cv_fold,Biological Age
0.6077227671746759,4.846178245745508,6.01673129507359,0.7796872159734927,58.5559441441668,58.658019512353206,9.60647517884016,7.574058574860627,1973,LightGBM,1,cv_fold,Biological Age
0.6306928077335332,4.668800775996739,5.837917425059376,0.7942321913305752,58.5559441441668,58.655727851068995,9.60647517884016,7.610383067001182,1973,Ensemble,1,cv_fold,Biological Age
0.635751956449792,4.730112502195237,5.892247430209345,0.7975348482011563,58.647554144288335,58.65441446716696,9.762979149058879,7.958040174157153,1973,RandomForest,2,cv_fold,Biological Age
0.6265634768372906,4.7573598927890695,5.966103143045286,0.7916805919372668,58.647554144288335,58.65006280078298,9.762979149058879,7.865359670055865,1973,XGBoost,2,cv_fold,Biological Age
0.6132447662177356,4.876939631306132,6.071562382386978,0.7833096920123975,58.647554144288335,58.63671687305086,9.762979149058879,7.824271530826979,1973,LightGBM,2,cv_fold,Biological Age
0.6350501927413135,4.725741357007269,5.897920728640853,0.7969123470087971,58.647554144288335,58.647064713666936,9.762979149058879,7.822899115943155,1973,Ensemble,2,cv_fold,Biological Age
0.6461162023711036,4.6001554194608225,5.8339180365012275,0.804017065006164,58.822065275529205,58.6621115513898,9.806860184240781,7.961608444078021,1973,RandomForest,3,cv_fold,Biological Age
0.6487839836524454,4.617513629592392,5.811886708115462,0.8055525411255527,58.822065275529205,58.75460435700066,9.806860184240781,7.810277858798471,1973,XGBoost,3,cv_fold,Biological Age
0.6309707894151961,4.7853618543465215,5.957449309562889,0.794467885268433,58.822065275529205,58.742163749379884,9.806860184240781,7.674352948143121,1973,LightGBM,3,cv_fold,Biological Age
0.6518883384152762,4.607781841512473,5.7861444261369055,0.807639597525832,58.822065275529205,58.71962655259011,9.806860184240781,7.75506188860496,1973,Ensemble,3,cv_fold,Biological Age
0.6280301775370819,4.771382384320187,5.993449505738296,0.7924865631970023,58.69397983759663,58.67482006059383,9.82704618325066,7.778103669869872,1972,RandomForest,4,cv_fold,Biological Age
0.6210303087077841,4.82939116741818,6.049580164555582,0.7880967298028216,58.69397983759663,58.66843882438861,9.82704618325066,7.668929809286172,1972,XGBoost,4,cv_fold,Biological Age
0.6053591135609159,4.98087207433197,6.1733945762938465,0.7781066550509952,58.69397983759663,58.64033984986139,9.82704618325066,7.569701304636686,1972,LightGBM,4,cv_fold,Biological Age
0.6276738525668197,4.803618253244999,5.996319502690427,0.7924660759457861,58.69397983759663,58.661199578281284,9.82704618325066,7.612496677790526,1972,Ensemble,4,cv_fold,Biological Age
0.629099747367095,4.735277673569524,5.957327142631494,0.7933280524146304,58.77121701146769,58.72506285234971,9.781892487056455,7.914105165378306,1972,RandomForest,5,cv_fold,Biological Age
0.6270528253491232,4.7703822958453355,5.973743154724428,0.7919256168011711,58.77121701146769,58.70603394653444,9.781892487056455,7.814971658371718,1972,XGBoost,5,cv_fold,Biological Age
0.6101443456112765,4.905208774798833,6.107659312250352,0.781187328945319,58.77121701146769,58.69672389382381,9.781892487056455,7.711554241515459,1972,LightGBM,5,cv_fold,Biological Age
0.6322162842632015,4.736547905960268,5.932245741751286,0.7951500482820135,58.77121701146769,58.709273564235986,9.781892487056455,7.751797449295975,1972,Ensemble,5,cv_fold,Biological Age
0.6335723866019326,4.6979337706568245,5.906715844722614,0.7960617368886138,58.69814509764737,58.682372934321165,9.757801557558862,7.8829750628578035,9863,RandomForest,all,cv_oof,Biological Age
0.6297934961617434,4.73410753534347,5.937095077289659,0.7935996763386293,58.69814509764737,58.678564325955534,9.757801557558862,7.760471898403516,9863,XGBoost,all,cv_oof,Biological Age
0.613569077948203,4.878899112291849,6.065797633244487,0.7833154314667811,58.69814509764737,58.67479404526776,9.757801557558862,7.671481460783051,9863,LightGBM,all,cv_oof,Biological Age
0.6355757418478858,4.708485538646842,5.89054693717963,0.7972634552841834,58.69814509764737,58.67857710184816,9.757801557558862,7.711057323815619,9863,Ensemble,all,cv_oof,Biological Age
0.6329268235138094,4.761287380403855,5.995830747368405,0.7958325437304884,58.701914666232184,58.77043248360223,9.896304277759823,8.067359880563405,2466,RandomForest,-,unseen_holdout,Biological Age
0.6239587733658467,4.844061505240296,6.068631544987378,0.7899254883442414,58.701914666232184,58.74788284301758,9.896304277759823,7.803607940673828,2466,XGBoost,-,unseen_holdout,Biological Age
0.6031032990655419,5.014394088493349,6.234645783382117,0.7766576277916608,58.701914666232184,58.7736792925231,9.896304277759823,7.749550410504819,2466,LightGBM,-,unseen_holdout,Biological Age
0.6300533462725109,4.806007219554731,6.019252912712243,0.7937960696654517,58.701914666232184,58.763998800912724,9.896304277759823,7.811949277438576,2466,Ensemble,-,unseen_holdout,Biological Age
