config,variant,evaluation_set,n_samples,prevalence,brier,ece,mce,calibration_slope,calibration_intercept
raw16,raw,internal_oof,9863,0.1332251850349792,0.08623844300847155,0.06209568789881874,0.4280555555555554,0.3660588306897869,-0.792270286400074
raw16,isotonic,internal_oof,9863,0.1332251850349792,0.0891904273368314,0.049526402135030255,0.3375477772207543,1.4724737203660954,0.7422824622470829
raw16,raw,unseen_holdout,2466,0.1330089213300892,0.06545082444650527,0.06426068935511159,0.6033333333333333,0.5260173320561486,-0.45964303705818754
raw16,isotonic,unseen_holdout,2466,0.1330089213300892,0.07447399556432126,0.07459100609050288,0.7652460746800368,1.667282237439115,0.9638174821023575
