config,variant,evaluation_set,n_samples,prevalence,roc_auc,pr_auc,brier,f1,accuracy,precision,recall,ece,mce,best_f1_threshold,f1_best_threshold,precision_best_threshold,recall_best_threshold,calibration_slope,calibration_intercept
raw16,raw,internal_oof,9863,0.1332251850349792,0.8039418390857395,0.48205742402588164,0.08623844300847155,0.5943045810978126,0.9003345837980331,0.6492335437330928,0.547945205479452,0.06209568789881874,0.4280555555555554,0.5700000000000002,0.5990504963314631,0.6919242273180458,0.528158295281583,0.3660588306897869,-0.792270286400074
raw16,isotonic,internal_oof,9863,0.1332251850349792,0.8000442164099052,0.479179954530906,0.0891904273368314,0.061971830985915494,0.864949812430295,0.41509433962264153,0.0334855403348554,0.049526402135030255,0.3375477772207543,0.33,0.5764388489208633,0.7043956043956044,0.4878234398782344,1.4724737203660954,0.7422824622470829
raw16,raw,unseen_holdout,2466,0.1330089213300892,0.8686742795865752,0.5852305822824816,0.06545082444650527,0.7440381558028617,0.9347120843471208,0.7774086378737541,0.7134146341463414,0.06426068935511159,0.6033333333333333,0.5600000000000002,0.7544715447154472,0.8083623693379791,0.7073170731707317,0.5260173320561486,-0.45964303705818754
raw16,isotonic,unseen_holdout,2466,0.1330089213300892,0.8679648463346188,0.6005220495023806,0.07447399556432126,0.19121447028423771,0.8730738037307381,0.6271186440677966,0.11280487804878049,0.07459100609050288,0.7652460746800368,0.33,0.7450980392156863,0.8028169014084507,0.6951219512195121,1.667282237439115,0.9638174821023575
