aging_clock,auc_univariate,odds_ratio_per_unit,coef,corr_with_koa,corr_with_biological_age
Biological Age,0.5356031500700875,1.0114554829709643,0.0113903657535112,0.03831822376556802,1.0
BIR_log,0.5346603104822905,0.973635385298494,-0.02671839316802898,-0.04000557440704399,-1.0739109606536079e-16
BIR_orig,0.529858068592677,0.9761110974790651,-0.024178869662829366,-0.03425131285637883,1.0572467803242688e-16
PhenoAge_Adapted,0.5297440388546787,1.0076030546157215,0.007574297067468761,0.03267661245242032,0.9526662875620477
BA_KDM_orig,0.5187213921270131,1.0056575489458202,0.005641605122822784,0.02081899648327892,0.9113204850277302
BA_KDM_log,0.51579263432857,1.0049686310514294,0.004956328139757016,0.01820981695375038,0.9094194624323322
PhenoAge_Adapted_Accel,0.5037580235392483,1.005339318270559,0.0053251146467754055,0.008069065842238373,0.49591671410356536
