Feature_Set,Features,ROC_AUC_mean,ROC_AUC_std,PR_AUC_mean,PR_AUC_std,F1_mean,F1_std,Accuracy_mean,Accuracy_std
Raw_Features,17,0.6654954643897487,0.010725471238489161,0.5107280622513182,0.01574925559021395,0.42279528392664917,0.011655821975311467,0.7015697137580794,0.006592177007793721
Engineered_Features,38,0.6577149684991598,0.00819933215783758,0.5083933892428051,0.015322620366501888,0.4020028271176332,0.0008022956113068312,0.7019390581717452,0.005039724487163496
