Configuration,Num_Features,ROC_AUC_Mean,ROC_AUC_Std,ROC_AUC_Min,ROC_AUC_Max,ROC_AUC_CV_Pct,F1_Mean,F1_Std,PR_AUC_Mean,Accuracy_Mean,Precision_Mean,Recall_Mean
Baseline_Raw,17,0.6668468202265135,0.00795502402879276,0.6528602699284775,0.6804139507402396,1.192931238105118,0.43908360621849135,0.009359943692147077,0.5101903099988836,0.7029147936560568,0.5680564932004345,0.35790479183215057
Winner_Raw_Plus_MultiSystem,18,0.6668083721662893,0.007701267224389642,0.6536685252681294,0.6809069787309131,1.1549445906580629,0.4383937070899695,0.011488356624512173,0.5087128418982859,0.7023940088222044,0.5666087953952399,0.357597740980945
