config,n_features,roc_auc_mean,roc_auc_std,cv_pct,pr_auc_mean,f1_mean,brier_mean,improvement_abs,improvement_pct
1_Baseline_Raw,18,0.6650847001052713,0.007271354019764601,1.0932974429593212,0.506759207813661,0.43787690587029493,0.20658459406624416,0.0,0.0
2_Raw_Plus_Composite_Burden,19,0.6656754226342754,0.006748459115102749,1.0137762167028928,0.5071448287202702,0.4349557227715841,0.2062696888150079,0.0005907225290040508,0.08881914272130297
3_Raw_Plus_Composite_Q4,19,0.664781879184117,0.007329569781047183,1.1025525831183487,0.5057129569087544,0.44072375967995875,0.2066878446527288,-0.0003028209211543009,-0.0455311813828178
4_Raw_Plus_Composite_Acceleration,19,0.6651693769645312,0.00820095187505326,1.2329118205167404,0.5055815776363279,0.4371362839127304,0.20656950299234061,8.46768592598357e-05,0.012731740670990152
5_Raw_Plus_Composite_And_Interaction,20,0.6645871874495394,0.006318039002683395,0.9506712019125572,0.50749529244336,0.43604061831265833,0.20637547608499449,-0.0004975126557319465,-0.0748044054619207
6_Raw_Plus_Composite_And_Missing,21,0.6654802532057069,0.006995323351971016,1.051169184701366,0.5051043096795695,0.4355456308360771,0.2065197679512237,0.0003955531004355972,0.05947409410756075
